free_text,label_id,free_text_clean
"Công trình này trung quốc cho vay tiền để xây, ko cho nó làm thì chẳng lẽ nó muốn nhật làm. Subway ở sài gòn thì nhật cho vay, nhật làm luôn, chứ mỹ có làm đâu",0,công trình này trung quốc cho vay tiền để xây không cho nó làm thì chẳng lẽ nó muốn nhật làm subway ở sài gòn thì nhật cho vay nhật làm luôn chứ mỹ có làm đâu
Lưu Thị Phương Thảo Trong Nam cũng sợ quá đây cô :((,0,lưu thị phương thảo trong nam cũng sợ quá đây cô
Nguyễn Đức Thủy hại thận,0,nguyễn đức thủy hại thận
Anh chụp đúng chỗ em chụp luôn :))),0,anh chụp đúng chỗ em chụp luôn
KO BÍT ĐẦU ĐUÔI. CÂU CHUYỆN RA SAO. LÚC TRƯỚC HÙA NHAU CHƯỞI NGƯỜI TA.  H RỒI BÂY H QUAY LẠI CẮN. KHẨU NGHIỆP TẠO NGHIỆP.,1,không bít đầu đuôi câu chuyện ra sao lúc trước hùa nhau chưởi người ta giờ rồi bây giờ quay lại cắn khẩu nghiệp tạo nghiệp
From Hau Giang With love,0,from hau giang with love
Công nghệ của tàu khựa thì đương nhiên là nó kiểm duyệt rồi ... nó không cho nhắc đến cụm từ hoàng sa trường sa .. vậy mà Việt Nam vẫn cho vận hành mạng vớ vẩn này còn người dân Việt Nam vẫn lao đầu vào mà sử dụng mạng chết toi này .. còn phía chính phủ Việt Nam thông qua mạng này đã mặc nhiên công nhận hoàng sa trường sa là của tàu khựa hay sao,0,công nghệ của tàu khựa thì đương nhiên là nó kiểm duyệt rồi nó không cho nhắc đến cụm từ hoàng sa trường sa vậy mà việt nam vẫn cho vận hành mạng vớ vẩn này còn người dân việt nam vẫn lao đầu vào mà sử dụng mạng chết toi này còn phía chính phủ việt nam thông qua mạng này đã mặc nhiên công nhận hoàng sa trường sa là của tàu khựa hay sao
Em yêu thầy và yêu các bạn nữa chung lớp nha dấu bé 3,0,em yêu thầy và yêu các bạn nữa chung lớp nha dấu bé 3
Con di linh ca loc di cho,2,con di linh ca loc di cho
Con nhà cộng nô có khác . Dân có mù có điếc cũng biết cái quân cs nhà nó là lũ bán nước hại dân . Thấy MC PHAN ANH đc nhìu người mến mộ thì nó đi cắn người tốt,2,con nhà cộng nô có khác dân có mù có điếc cũng biết cái quân cs nhà nó là lũ bán nước hại dân thấy mc phan anh được nhìu người mến mộ thì nó đi cắn người tốt
hẳn là thủy triều đỏ =)),0,hẳn là thủy triều đỏ
Ai lớp du chu cà mo ❤❤❤❤,0,ai lớp du chu cà mo
Ngọc Ún ngày đ nào cũng grab đi làm.:)),0,ngọc ún ngày đ nào cũng grab đi làm
Chi Chi Thao Nguyen. Rùa Rùa trend kìa nãy tui mình quen chup,0,chi chi thao nguyen rùa rùa trend kìa nãy tôi mình quen chup
"Ước gì h mk đg ở HN, tối nay kể đc đi bộ dọc Hồ Tây thư giãn thì tốt :)",0,ước gì giờ mình đg ở hn tối nay kể được đi bộ dọc hồ tây thư giãn thì tốt
Di cách ly là nghĩa vụ cho cộng dồng dừng nói là bắt buộc phát biểu vô ý thức,0,di cách ly là nghĩa vụ cho cộng dồng dừng nói là bắt buộc phát biểu vô ý thức
Dell hiểu mấy đứa ấy nghĩ j nhỉ mà cứ thích lây bệnh cho người khác v?,2,dell hiểu mấy đứa ấy nghĩ gì nhỉ mà cứ thích lây bệnh cho người khác v
"24:51 ""dùi vập?"" Là gì vậy",0,24 51 dùi vập là gì vậy
Tuấn Anh bọn nó coi như 1 loại cảm cúm thông thường.ở nhà tự cách li sẽ khỏi :))),0,tuấn anh bọn nó coi như 1 loại cảm cúm thông thường ở nhà tự cách li sẽ khỏi
Nhìn gì 🖕,0,nhìn gì
Thiếu đoạn đi bar cakdilac nữa tộc trưởng ơi,0,thiếu đoạn đi bar cakdilac nữa tộc trưởng ơi
Bac LeRoi nam TungSon 500ae gọi 2 cao thủ võ lâm này về tương trợ miền trung,0,bac leroi nam tungson 500ae gọi 2 cao thủ võ lâm này về tương trợ miền trung
"chúc idol nhiều sức khoẻ, 2022 về off fan bác nhé!",0,chúc idol nhiều sức khoẻ 2022 về off fan bác nhé
Ai nhin vo ai cug bit la may la con trai,0,ai nhin vo ai cug bit la may la con trai
anh lớn sau này chắc không trông em mà sẽ xem mèo tôm 😌,0,anh lớn sau này chắc không trông em mà sẽ xem mèo tôm
Thính máy bay thả anh luôn cướp được dễ dàng nhưng tại sao thính em thả a ko lấy đc là sao 😯,0,thính máy bay thả anh luôn cướp được dễ dàng nhưng tại sao thính em thả anh không lấy được là sao
Cho ABe 🙂,0,cho abe
Lmcs,2,lmcs
"Y sì bà Độ vlog ko bắn giải refunde gáy to hẳn , tộc trưởng 🤣🤣🤣",0,y sì bà độ vlog không bắn giải refunde gáy to hẳn tộc trưởng
"Chuyện côvi : toàn người giàu làm hại người nghèo hổng biết đến khi nào mới hết chống đây ? Chỉ biết cầu mong ơn trên cứu vớt dân lành và mong bà con chúng ta , nếu yêu tổ quốc , yêu đồng bào thì ai đang ở đâu thì ở yên đó bớt di chuyển và ra ngoài đường ... khi tổ quốc cần hảy đứng yên dùm một chổ ....",0,chuyện côvi toàn người giàu làm hại người nghèo hổng biết đến khi nào mới hết chống đây chỉ biết cầu mong ơn trên cứu vớt dân lành và mong bà con chúng ta nếu yêu tổ quốc yêu đồng bào thì ai đang ở đâu thì ở yên đó bớt di chuyển và ra ngoài đường khi tổ quốc cần hảy đứng yên dùm một chổ
Hoàng Thiện tks,0,hoàng thiện thanks
"đánh kẻ chạy đi , không đánh kẻ chạy lại , bác yêu nước như vậy thì chúc bác sống khoẻ mạnh , người VN không ai ghét bác cả",0,đánh kẻ chạy đi không đánh kẻ chạy lại bác yêu nước như vậy thì chúc bác sống khoẻ mạnh người việt nam không ai ghét bác cả
Quả đầu màu xanh . Chơi đc nữa tháng 😂,0,quả đầu màu xanh chơi được nữa tháng
cái mặt trông như côn đồ vậy =.=,1,cái mặt trông như côn đồ vậy
Cảm ơn thầy pảk,0,cảm ơn thầy pảk
Xin link gốc?,0,xin link gốc
Dung la con linh dien dien vua thoi chang qua nt goi de choc my dien thoi con ng nhu linh dien thi ai them,2,dung la con linh dien dien vua thoi chang qua nhắn tin goi de choc my dien thoi con người nhu linh dien thi ai them
Em thích nụ cười của thầy hơn🤣,0,em thích nụ cười của thầy hơn
Trần Uyên chắc đang cày view 🥰,0,trần uyên chắc đang cày view
Cô nói quá hay,0,cô nói quá hay
Cho sem địa chỉ shop bán quần này ở cao bằng đi anh 😂😂thất chất quá,0,cho sem địa chỉ shop bán quần này ở cao bằng đi anh thất chất quá
Thầy có nhận đệ tử ko thầy 🙃,0,thầy có nhận đệ tử không thầy
Thanh Hiếu ở hải châu kìa,0,thanh hiếu ở hải châu kìa
Để ở đây và k nói gì thêm :)),0,để ở đây và không nói gì thêm
"đuôi sam nhọn, đuôi so hình trụ",0,đuôi sam nhọn đuôi so hình trụ
Me too,0,me too
tàu việt nam bị bắn ở vịnh thái lan mà cư dân mạng còn bảo là do trung quốc cơ mà. Ngồi bờ nên rõ lắm,0,tàu việt nam bị bắn ở vịnh thái lan mà cư dân mạng còn bảo là do trung quốc cơ mà ngồi bờ nên rõ lắm
Abe muôn năm,0,abe muôn năm
cái gì mà có bác Dần là tui phải coi bằng dc.kaka,0,cái gì mà có bác dần là tôi phải coi bằng dc kaka
Nghe có vẻ vô lí mà hết sức thuyết phục,0,nghe có vẻ vô lí mà hết sức thuyết phục
dỗi lắm anh ạ,0,dỗi lắm anh ạ
"Jack: Trời! Cái nhẫn mẻ đẹp hú hồn, tui muốn😁",0,jack trời cái nhẫn mẻ đẹp hú hồn tôi muốn
Huy Hoàng thì ?,0,huy hoàng thì
Lúc nào mà chúng chẳng hô hào học tập và làm việc theo tấm gương đạo đức Hồ Chí Minh..... nhưng thực tế chúng toàn làm ngược lại.,2,lúc nào mà chúng chẳng hô hào học tập và làm việc theo tấm gương đạo đức hồ chí minh nhưng thực tế chúng toàn làm ngược lại
Bean Bụng Bự gớt dòng lệ,0,bean bụng bự gớt dòng lệ
Hoài Thu t phải làm trc hẳn 1 tháng và k cho nó cắt mái 😂,0,hoài thu t phải làm trước hẳn 1 tháng và không cho nó cắt mái
Cái này là tiếp nối truyền thống cụ nhà nó nhé.,1,cái này là tiếp nối truyền thống cụ nhà nó nhé
"Cái này nên gọi là Siêu Thần Quyền mới đúng, súng bắn không trúng, dao chặt không đứt Súp Pồ Mên",0,cái này nên gọi là siêu thần quyền mới đúng súng bắn không trúng dao chặt không đứt súp pồ mên
Ruby Đen mua đâu đấy e ơi bảo a cái,0,ruby đen mua đâu đấy em ơi bảo anh cái
"Tội chú bộ trưởng, sống liêm chính k tham nhũng, nên làm cả đời k đủ tiền mua tvi, máy tính và smartphone nên k thể nào cập nhật được những thông tin mà báo, đài đăng về thực phẩm kém chất lượng.",0,tội chú bộ trưởng sống liêm chính không tham nhũng nên làm cả đời không đủ tiền mua tvi máy tính và smartphone nên không thể nào cập nhật được những thông tin mà báo đài đăng về thực phẩm kém chất lượng
Sao cai mieng no xau du vay.,2,sao cai mieng no xau du vay
uy tín chó gì bọn độc tài,2,uy tín chó gì bọn độc tài
máy bay riêng luôn,0,máy bay riêng luôn
Mình mua chai 300k ve sịt nhứ cái quần què thấy mình ngu ghê luôn,1,mình mua chai 300k ve sịt nhứ cái quần què thấy mình ngu ghê luôn
Ổng bót mà,0,ổng bót mà
Hi,0,hi
Mang K-ATM Cao Lãnh tới đây,0,mang k atm cao lãnh tới đây
Chưa bao giờ đọc cái gì mà nó buồn cười như thế này :)))),0,chưa bao giờ đọc cái gì mà nó buồn cười như thế này
"thần quyền .súng bắn không trúng,dao chặt không đứt..vậy là cái loại võ gì mà ghê vậy",0,thần quyền súng bắn không trúng dao chặt không đứt vậy là cái loại võ gì mà ghê vậy
Mấy bạn dlv vào đính chính thông tin đi xem nào?,0,mấy bạn dlv vào đính chính thông tin đi xem nào
"Hoàng Thảo Nhi nước đi này boss đi nhầm, tý boss đi lại 🤣",0,hoàng thảo nhi nước đi này boss đi nhầm tý boss đi lại
Buồn cho thầy,0,buồn cho thầy
Hihi minh xem cuoi be bung.,0,hihi minh xem cuoi be bung
Do Dat cà khịa khắp nơi :>,0,do dat cà khịa khắp nơi
Mấy ông chắc biết phải giúp tôi ntn rồi mà !!,0,mấy ông chắc biết phải giúp tôi như thế nào rồi mà
Lê Bá Kỳ Phục Xe Thồ chạy cho cố vô .,0,lê bá kỳ phục xe thồ chạy cho cố vô
ngta nhiều lắm có 2 mặt đằng này tận 4 mặt !!!,2,người ta nhiều lắm có 2 mặt đằng này tận 4 mặt
Sao mọi ng chê nhiều v em thì cày view từ qua tới h,0,sao mọi người chê nhiều với em thì cày view từ qua tới giờ
Quốc Thắng ơ có gì mà cố tình . Tôi bày tỏ ý kiến như vậy. Chứ mắc mớ đến bạn k. Động não lên,0,quốc thắng ơ có gì mà cố tình tôi bày tỏ ý kiến như vậy chứ mắc mớ đến bạn k động não lên
Dịch bệnh đang gia tăng em có ý kiến với BGD nên cho học sinh nghỉ học để tránh dịch them,0,dịch bệnh đang gia tăng em có ý kiến với bgd nên cho học sinh nghỉ học để tránh dịch them
"Đọc thì cũng thấm, cũng hiểu cái ý của bài viết ... Nhưng ngôn từ hình như quá nặng nề :(",0,đọc thì cũng thấm cũng hiểu cái ý của bài viết nhưng ngôn từ hình như quá nặng nề
"Le Quan Tran moá đc cái ĐN của m là ngon, bây h...",0,le quan tran moá được cái đn của m là ngon bây h
Cáo chết quay đầu về núi mà. Ông trần Dần  nói được lắm mong răng mọi lời ông nói sẻ là sự thật. Chào !!,0,cáo chết quay đầu về núi mà ông trần dần nói được lắm mong răng mọi lời ông nói sẻ là sự thật chào
Cười vào mặt ông già :v,0,cười vào mặt ông già v
Trung thu ở nhà mà giữ trinh =))),0,trung thu ở nhà mà giữ trinh
Ăn với mặc 😑,0,ăn với mặc
Cố lên abe. Qua đó nhớ mang poppy sách phép khè cho ae all star sợ nha anh >3,0,cố lên abe qua đó nhớ mang poppy sách phép khè cho ae all star sợ nha anh 3
Cực kỳ thuyết phục!!,0,cư c ky thuyê t phu c
Chàng trai người kinh.... à mà thôi,0,chàng trai người kinh à mà thôi
Chúng đang giết dần người Việt,0,chúng đang giết dần người việt
Cảm mơn thầy những giáo án tuyệt dời🤣,0,cảm mơn thầy những giáo án tuyệt dời
"Coi mà thấy Cô duyên mà kiểu chân thật, nhìn đời thật tích cực <3",0,coi mà thấy cô duyên mà kiểu chân thật nhìn đời thật tích cực 3
Con.   Quy.  Nãy. Cái.   Miệng.   Nó.  Thúi.  Quá.  Đồ.  Do.   Bán.,2,con quy nãy cái miệng nó thúi quá đồ do bán
Mong không tăng nữa 🤦,0,mong không tăng nữa
"Ăn trộm 3 con chim của giám đốc sở bị đi tù 7 năm, còn thảm sát cả 1 thế hệ thì không ai sờ đến.",2,ăn trộm 3 con chim của giám đốc sở bị đi tù 7 năm còn thảm sát cả 1 thế hệ thì không ai sờ đến
mực rim mực rim chống ngấy Tết đi ae oiiii,0,mực rim mực rim chống ngấy tết đi ae oii
"Cố vấn kinh tế của thủ tướng vn nhìn mặt kinh bỏ mẹ luôn,nhìn như mấy thằng xì ke hay lảng vảng chỗ ngoài đường gần khu tao ở",2,cố vấn kinh tế của thủ tướng việt nam nhìn mặt kinh bỏ mẹ luôn nhìn như mấy thằng xì ke hay lảng vảng chỗ ngoài đường gần khu tao ở
Bản này lâu rồi,0,bản này lâu rồi
"Chị ba giầu co vây sao không bỏ chúc tiền ra,mà đi học,để co chú trí thức hiể biết,để khi nói chyên ,người nghe có phần nể trong,chứ ăn nói như thế nầy,lủ mất dậy no nghe,k nhửnh nó hoc theo mà còn so,bì,bà ta giàu có như thế mà ăn nói mấy dây cớ đó hà huốn chi tui khố rách áo ôm như mình,",0,chị ba giầu co vây sao không bỏ chúc tiền ra mà đi học để co chú trí thức hiể biết để khi nói chyên người nghe có phần nể trong chứ ăn nói như thế nầy lủ mất dậy no nghe k nhửnh nó hoc theo mà còn so bì bà ta giàu có như thế mà ăn nói mấy dây cớ đó hà huốn chi tôi khố rách áo ôm như mình
Tính sao abe ?,0,tính sao abe
con mô hình awp asimov bao nhiêu nhỉ :3,0,con mô hình awp asimov bao nhiêu nhỉ 3
Tiên sư trần dần .hỏi 2022 có về vn k thì cứ  nói liên thiên,0,tiên sư trần dần hỏi 2022 có về việt nam không thì cứ nói liên thiên
Được phước ma ba ơi,0,được phước ma ba ơi
thêm bên dưới là cái bãi của formosa nữa,0,thêm bên dưới là cái bãi của formosa nữa
